No.,名　言,リ　ン　ク,,,,,,,,,,,,,,,,,,,,,
562,「こいつｗお前おかしいだろｗお前どう考えてもおかしいだろｗ」,https://clips.twitch.tv/UnusualHelpfulBottleSpicyBoy-veHt_zYjPtjkZPK-,,,,,,,,,,,,,,,,,,,,,
563,「あいつやばい会話通じないｗBAKAすぎパンチで殴られたんだなって納得するって話」,https://clips.twitch.tv/PlausibleSpinelessPassionfruitKappaRoss-NbZ2KKhDXfr3YSkP,,,,,,,,,,,,,,,,,,,,,
564,「これがNAマクロ。マジで出てる、意味わかんない」,https://clips.twitch.tv/BlushingResourcefulWerewolfGOWSkull-NuXEcFU0pfV-O90z,,,,,,,,,,,,,,,,,,,,,
565,「俺の下位互換だ（しゃるさん）」,https://clips.twitch.tv/GoldenAntsyGrasshopperTBTacoRight-QfrKqrXM-fTluh2k,,,,,,,,,,,,,,,,,,,,,
566,「AHOが4んだ」,https://clips.twitch.tv/SuperObliviousHawkThunBeast-Ev-bQgBDGYgikAYS,,,,,,,,,,,,,,,,,,,,,
567,「全然形を留めようとしないんだけどこいつ、ハッシュドポテトが完全分解された。やる気無さすぎない？これ」,https://clips.twitch.tv/LivelyAmazonianLasagnaMikeHogu-MKEhgMkrRBaU4M1W,,,,,,,,,,,,,,,,,,,,,
568,「お前ここどこだと思ってる？やる気ある？そのかけ方」,https://clips.twitch.tv/WimpyTsundereReindeerMikeHogu-ifxtLT-fx7Fzfg5i,,,,,,,,,,,,,,,,,,,,,
569,「今の試合負けるの別に悪いとかじゃないだよな、賢さが足りてないから。5人も居たら誰か思いつくだろ」,https://clips.twitch.tv/EnticingBloodyMomKlappa-Lt31IrxovSDipV9y,,,,,,,,,,,,,,,,,,,,,
570,「キャッチ…で...まあでも勝ってるの時のマクロわかんねえんだろうな」,https://clips.twitch.tv/VictoriousRockyKuduRaccAttack-OIKOIkTegMHHNZxU,,,,,,,,,,,,,,,,,,,,,
571,MIDマスターイーに耐えるらいじん「だ…」,https://clips.twitch.tv/OriginalBluePidgeonHeyGuys-LkzxCiknQIKxj6DA,,,,,,,,,,,,,,,,,,,,,
572,「全員ks」,https://clips.twitch.tv/SmellyEasyKangarooMrDestructoid-aLEawwCxzz85HLcF,,,,,,,,,,,,,,,,,,,,,
573,怒らないで怒らないで怒らないで怒らないで,https://www.twitch.tv/alfrea/clip/OriginalAbstemiousShallotCmonBruh-TeYL6tcQa4oV7YKe?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
574,「こいつのUltどうなってるんだよ」,https://www.twitch.tv/alfrea/clip/AmazonianExpensiveNewtNotLikeThis-UX6rhqkbgs46pDk2?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
575,「日本サーバーのJGトロールしてるもん、対面でJGやってると頭おかしくなってくる」,https://clips.twitch.tv/TenuousOptimisticKiwiPeanutButterJellyTime-rW953uikXuK-ilbb,,,,,,,,,,,,,,,,,,,,,
576,「ｯﾁ（強めのキッス）レオナ知らねえのかな」,https://clips.twitch.tv/FrigidEnjoyableTrayAllenHuhu-9cs2tX68s8fvy1_m,,,,,,,,,,,,,,,,,,,,,
577,「ｯﾁはぁ...マジでセンスない。」,https://clips.twitch.tv/HorribleRelentlessCakeOSsloth-YYnDHIvbXwlNbaB9,,,,,,,,,,,,,,,,,,,,,
578,「毎日毎日さぁ朝晩2回さぁヒマワリに水あげてんのにさぁ全く花咲かなくてあいつ育て甲斐がないマジで」,https://clips.twitch.tv/PiliableIcyGazelleUnSane-avIvpZv_dZNTdjUQ,,,,,,,,,,,,,,,,,,,,,
579,「お、メスブタが売れる」,https://clips.twitch.tv/CautiousRepleteEggplantSpicyBoy-3oJPShZRFtbL331L,,,,,,,,,,,,,,,,,,,,,
580,「きもっ」,https://clips.twitch.tv/GlamorousRockyUdon4Head-xuF7GRdbAu9FzjpY,,,,,,,,,,,,,,,,,,,,,
581,「へたくそ！」,https://clips.twitch.tv/PlainColdChinchillaDeIlluminati-O9aPWs2TcAGXK131,,,,,,,,,,,,,,,,,,,,,
582,「（台湾のお茶屋さんの量を見て）静岡もこんぐらいやった方が良い、行ったことないけど絶対ここまでやってないよ」,https://www.twitch.tv/alfrea/clip/TransparentBoringQuailDAESuppy-icI4riVTfaU54UIE,,,,,,,,,,,,,,,,,,,,,
583,「（初タピオカおいしかった？）...コーヒーがいい」,https://www.twitch.tv/alfrea/clip/AgreeableExquisiteJackal4Head-VNIMMeMOgJ09p19v?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
584,「うわすんごいの来たな...マジ？」,https://www.twitch.tv/alfrea/clip/GlutenFreeArtsySalsifyHassanChop-kgL4scZSuhcCvsjQ,,,,,,,,,,,,,,,,,,,,,
585,「感動がね、かわいそう。俺に」,https://www.twitch.tv/alfrea/clip/GentleEsteemedDolphinWTRuck-cIqah2HVeYbrVrWE,,,,,,,,,,,,,,,,,,,,,
586,「（九份にて）千尋も道に迷ったらファミマ行けばよかったのに。マチカフェ飲んだ方が良い、マチカフェはローソンか。」,https://www.twitch.tv/alfrea/clip/SpoopyObservantSkunkVoteYea-mZ9_-EtsPRecrtXI,,,,,,,,,,,,,,,,,,,,,
587,「（臭豆腐）やばすぎマジで超臭いｗﾊﾊﾊﾊｯ」,https://www.twitch.tv/alfrea/clip/VastPiliableDragonfruitPermaSmug-Oi9HBfzV5aoQHmls,,,,,,,,,,,,,,,,,,,,,
588,「お前この後マジでタクシーで口開くなよ」,https://www.twitch.tv/alfrea/clip/ObedientRoughSpindleCorgiDerp-fv9UEYkQY40jRkFd,,,,,,,,,,,,,,,,,,,,,
589,「キメェマジでｗマジでキメェ奴が後ろ歩いてるｗ」,https://www.twitch.tv/alfrea/clip/SpookyBoldGiraffeGOWSkull-1KHzsEt9_z7Wh8Ai,,,,,,,,,,,,,,,,,,,,,
590,「ナサス使っててスタックにこだわってる奴はBAKA」,https://www.twitch.tv/alfrea/clip/SpookyStormyCamelBIRB-aKC9eAh39ok2M5_G,,,,,,,,,,,,,,,,,,,,,
591,「あーmybad...mybadか？いやお前らが悪い」,https://www.twitch.tv/alfrea/clip/MistySuccessfulRadishBrainSlug-u-AyRV67Bm0O3HcO,,,,,,,,,,,,,,,,,,,,,
592,「マーブルくんは日本語ができる。」,https://www.twitch.tv/alfrea/clip/InquisitiveQuaintHawkSwiftRage-9DptMaW0FZSTV5ee?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
593,「オートアタックKSすぎ！」,https://www.twitch.tv/alfrea/clip/GleamingDelightfulOpossumUWot-k8DThzk5s8lc5cyP,,,,,,,,,,,,,,,,,,,,,
594,「このビルド雑魚狩り用」,https://www.twitch.tv/alfrea/clip/ClearSnappyBasenjiTBTacoLeft-qN6GDiB2GTUxx_Bm?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
595,「こいつらテンパってること気づいてないｗ」,https://www.twitch.tv/fps_shaka/clip/PoisedPlayfulGoblinBabyRage-Sf86H_GzWio9c5qF,,,,,,,,,,,,,,,,,,,,,
596,「解説いいね、俺と同じ事言ってた偉い。大体わけわかんないこと言うからな解説って」,https://www.twitch.tv/alfrea/clip/BenevolentUgliestMartenKevinTurtle-rshT2n-QzS966vXb,,,,,,,,,,,,,,,,,,,,,
597,「それでZeusがどうこうとか言ってるやつはマジでゲームがわかってない」,https://www.twitch.tv/alfrea/clip/ConfidentBlueCougarTinyFace-MRXBj7lOAqs9n40s,,,,,,,,,,,,,,,,,,,,,
598,「わけわかんないのに批判するな、適当にコメントするならポジティブにコメントしろ。」,https://www.twitch.tv/alfrea/clip/IncredulousHungryBoarFUNgineer-AurGg_gJFySk5Lho,,,,,,,,,,,,,,,,,,,,,
599,「意味が分からない、お前らの言っていることはマジで意味が分からない」,https://www.twitch.tv/alfrea/clip/EmpathicSmallStorkSoBayed-oeq4v254rGpRruL0?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
600,「久しぶりに見たな頭おかしくなってるやつ」,https://www.twitch.tv/alfrea/clip/LightHealthyElkDxAbomb-xHns-p3KZPCvlCKO,,,,,,,,,,,,,,,,,,,,,
601,「全員4ね」,https://www.twitch.tv/alfrea/clip/PowerfulGleamingJellyfishFloof-G6a1aLvRi4VQ0e6y,,,,,,,,,,,,,,,,,,,,,
602,この味方は奇抜とオブラートに包んだ後の発言,https://www.twitch.tv/alfrea/clip/ApatheticStupidJayAliens-jl0IC7S-0lyBCzg9,,,,,,,,,,,,,,,,,,,,,
603,"「こういうｯﾌまじでさ～リコールへたくそすぎる絶対勝てるタイミングだったこいつらビルド…頭がおかしいアイテムの買い方本当にへたくそ」
",https://www.twitch.tv/alfrea/clip/ViscousTsundereAyeayeWholeWheat-lBumM9OlA6sbhX-q,,,,,,,,,,,,,,,,,,,,,
604,「わかる、マジでリバーでフルーツでも食ってろ」,https://clips.twitch.tv/BoxyHealthyMonkeyTriHard-cylKuJ2C0ilMJ_7t,,,,,,,,,,,,,,,,,,,,,
605,「ふぁっきゅー！お前のピンなんか聞くか！」,https://www.twitch.tv/alfrea/clip/DifficultVainHamSquadGoals-RA6foKwoTAB6lOPT,,,,,,,,,,,,,,,,,,,,,
606,「なんか物わかり悪いね君たち...本当に今なんか、あ～そこまで説明しなくちゃダメかって思いながら喋ってた。」,https://www.twitch.tv/alfrea/clip/BlindingPowerfulJaguarKAPOW-pUTC_cwmE1NNbB0z,,,,,,,,,,,,,,,,,,,,,
607,「Wある？ある...ならさっさと切ろよ」,https://www.twitch.tv/alfrea/clip/JazzyObliqueArugulaSmoocherZ-vvAx5Bay5TCZyFlb,,,,,,,,,,,,,,,,,,,,,
608,「カ・サンテさん！？ｯﾁリー・シン56さないとオブジェクト取れないじゃん」,https://www.twitch.tv/alfrea/clip/OutstandingDreamyUdonMVGame-rXSG6qWLm8-HXrTI,,,,,,,,,,,,,,,,,,,,,
609,「カルマ4んでもいいから行けよ」,https://www.twitch.tv/alfrea/clip/LuckyEasyGaurWholeWheat-92DvKtvd2DZDv3Jq,,,,,,,,,,,,,,,,,,,,,
610,「弱すぎる！誰だケイトリンとかいうチャンピオン考えたの、ジグスやれこいつマジで」,https://www.twitch.tv/alfrea/clip/SullenSmoggyStingrayMau5-HrByRMPMUDOjcdLj,,,,,,,,,,,,,,,,,,,,,
611,「腕気つかったほうがいいんじゃないか？」,https://www.twitch.tv/alfrea/clip/SpotlessPlacidPeafowlKippa-nO89yJSqgUTAksRc,,,,,,,,,,,,,,,,,,,,,
612,「獣の育て方」,https://www.twitch.tv/alfrea/clip/AuspiciousAmazingTomatoPhilosoraptor-0fHU2B1iNnbRAYjJ,,,,,,,,,,,,,,,,,,,,,
613,「もう十分。しょうがない。4ね。」,https://www.twitch.tv/alfrea/clip/BoxyRelievedGiraffeBabyRage-8kN6a7Tqml7-9yMo,,,,,,,,,,,,,,,,,,,,,
614,「ｋｓ！ｗ」,https://www.twitch.tv/sutanmi/clip/RacyCredulousWaspDogFace-ISBXgT5IcL22mQcI,,,,,,,,,,,,,,,,,,,,,
615,「兄弟だったらマジ56してるけどなこんなん」,https://www.twitch.tv/alfrea/clip/EagerFuriousKoalaUncleNox-7Oa-Chay1sLAKACz,,,,,,,,,,,,,,,,,,,,,
616,「トイレを流せ！」,https://clips.twitch.tv/ConcernedCrunchyMetalGingerPower-wLqWcgGOgTNUPD52,,,,,,,,,,,,,,,,,,,,,
617,「その53みたいなラプター食うのやめろお前マジで」,https://www.twitch.tv/alfrea/clip/InspiringDependableEaglePeanutButterJellyTime-Au-KnouaJ5ymj_uo,,,,,,,,,,,,,,,,,,,,,
618,「お前は何を考えてブルーバフ狩ってんだ？絶対脳固まってるって。声かけてあげて？ジャングルに声かけろって言ったよね？マジで、マジでジャングル周ってるだけこれ。ロボットだよこれ、ジャングルフルクリアロボットになってる」,https://www.twitch.tv/alfrea/clip/AlertSnappyWheelCeilingCat-ebKcA_VD4gTW8e-f,,,,,,,,,,,,,,,,,,,,,
619,「そうだよな？こいつ逃げ腰だよな？なんかずーっと後ろに逃げてるよなタンクなのに。射線作るよーじゃないんだよな、敵にCC入れろよな」,https://www.twitch.tv/alfrea/clip/OriginalFancyOryxTheRinger-2vbTVW4ZTY3P7zTV,,,,,,,,,,,,,,,,,,,,,
620,「そうだよな？こいつら勝つ気あんのかなって思うよな？」,https://www.twitch.tv/alfrea/clip/AlluringDaintyElephantDatBoi-QHitOMu_-EEF9r-2,,,,,,,,,,,,,,,,,,,,,
621,「は？ｽﾁｬ」,https://www.twitch.tv/alfrea/clip/SlipperySincereBunnyPermaSmug-ttOitxOp-oEhQDUJ,,,,,,,,,,,,,,,,,,,,,
622,ここでしか聞けないらいさまのうっぷんを表現する一言,https://www.twitch.tv/alfrea/clip/ExpensiveTangibleStapleKappa-b8vQ1OjsrxgKKTsa?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
623,「ちぎれたね～ｗ俺らのベルトｗベルトちぎれんのが悪いｗ」,https://www.twitch.tv/alfrea/clip/EnergeticFurryPizzaMrDestructoid-w08lS1bZvQL91uKu,,,,,,,,,,,,,,,,,,,,,
624,らいさまヤマとの完璧なダメトレ,https://www.twitch.tv/alfrea/clip/BrainyFunTaroBatChest-lRuVO9QnJx3v17kb,,,,,,,,,,,,,,,,,,,,,
625,「タックルしてタックルして wtf ﾁｯ あーまじsi…」,https://www.twitch.tv/alfrea/clip/SillyDependableWasabiYee-34GXk9DW8c89Dlgx,,,,,,,,,,,,,,,,,,,,,
626,らい様に胸倉をつかまれながらのB/P,https://www.twitch.tv/alfrea/clip/EmpathicMildHabaneroTF2John-928oUM1TmndzRBO-?filter=clips&range=30d&sort=time,,,,,,,,,,,,,,,,,,,,,
627,めいか「俺が下手だ」らいじん「実際そう」,https://www.twitch.tv/alfrea/clip/CloudyDistinctStarlingDatBoi-S1khJ4U31S3XsFmN,,,,,,,,,,,,,,,,,,,,,
628,ダメトレで勝てない代表,https://www.twitch.tv/alfrea/clip/BrightSingleLemurTBTacoLeft-HE6HSp_gK7rms_C8,,,,,,,,,,,,,,,,,,,,,
629,「意味不明なこと言ってんじゃねえよ」,https://www.twitch.tv/alfrea/clip/TenderGloriousDragonfruitBibleThump-lDBU83OqDd0W707D,,,,,,,,,,,,,,,,,,,,,
630,「間抜けな車だなｗ」,https://www.twitch.tv/alfrea/clip/SpunkyTemperedSharkPeoplesChamp-nl0Jlx3lHOHvV90P,,,,,,,,,,,,,,,,,,,,,
631,「うるせえマジ黙ってろ、ああもう！タイプミスした4ね本当に！お前マジ4ね！」,https://www.twitch.tv/alfrea/clip/TenuousPlayfulVultureWoofer-ZX5Pcz77o72O56Q7,,,,,,,,,,,,,,,,,,,,,
632,「WTFﾁｭｯあーまじ」,https://www.twitch.tv/alfrea/clip/FilthyDeafDonutBrainSlug-u9pxT5LjK2Qs_Qhv,,,,,,,,,,,,,,,,,,,,,
633,JGはファームの仕方が下手,https://www.twitch.tv/alfrea/clip/SteamyAgreeablePresidentSoonerLater-tjVeqYfybJ8odzUO,,,,,,,,,,,,,,,,,,,,,
634,「まじでコイツ（レバレス）ぶっ壊してやろうかと思った今」,https://clips.twitch.tv/CogentPuzzledLionTheTarFu-9zVdnhmX9hx_2KJL,,,,,,,,,,,,,,,,,,,,,
635,「俺のタウント、神。そして味方はゴミ」,https://www.twitch.tv/alfrea/clip/AdventurousBloodyMouseResidentSleeper-vJzZ2wBgTA0vw1o9,,,,,,,,,,,,,,,,,,,,,
636,「死んどけマジで」,https://www.twitch.tv/alfrea/clip/ExcitedObliqueOysterSquadGoals-QsaMPeT1LEjKEnMx,,,,,,,,,,,,,,,,,,,,,
637,「何？？そのキックｗ 毎回毎回ｗ ふふふふふｗｗ」,https://www.twitch.tv/alfrea/clip/TentativeObeseOctopusBrokeBack-2NYAmOEBNkHu3yPa,,,,,,,,,,,,,,,,,,,,,
638,騒音スキンにイライラするらいさま,https://www.twitch.tv/alfrea/clip/AverageFineArtichokeMrDestructoid-x--4ieW8iq73nZAK,,,,,,,,,,,,,,,,,,,,,
639,「こいつ本当に無限に死に続けるな」,https://www.twitch.tv/alfrea/clip/AbstemiousObservantStinkbugDoritosChip-8LADtfGS5GwR_E_v,,,,,,,,,,,,,,,,,,,,,
640,「ほんとに酷い TPしてきたレーナ―のこと何だと思ってんだマジで ほんとにサイテー あのbotレーナー達」,https://www.twitch.tv/alfrea/clip/PoliteGoldenStorkVoteNay-69RA7anWTN-jMwXS,,,,,,,,,,,,,,,,,,,,,
641,「『うわぁ～～QEしてぇ～～！』っつって。あ、QEしなきゃよかったってQした瞬間に思ったよしかも。QEした瞬間に『うわやばいQEしちゃった！』って死んだ。マジで頭悪いｗマジで頭悪い死に方だったｗ」,https://www.twitch.tv/alfrea/clip/ConfidentWildLouseOSfrog-FwPtsq8CPEvxCUqd,,,,,,,,,,,,,,,,,,,,,
642,カツ「トレードでちょっとこれカサンテが勝ち始めましたか！」　らいさま「はい？ どこが勝ってたんだよ …やべ(小声)」,https://www.twitch.tv/alfrea/clip/ShyMildKumquatBuddhaBar-QOvtbzMo1arzc9aY,,,,,,,,,,,,,,,,,,,,,
643,"「おーいいアロー！いいWだけど！いいウルト！マジめっちゃいいウルト！グレイシャルプリズン！マジ完璧！で騎士の誓い！素晴らしい！いや～TPのカバー本当に必要だったか？まあ早えけど…までもそしたらタワー…うーん」
",https://www.twitch.tv/alfrea/clip/SoftElatedLorisKeyboardCat-OChNlciO-QrX23uc,,,,,,,,,,,,,,,,,,,,,
644,「こっち(スタンミのほう)見てちょっと嫌な気持ちになったもん。ああ、こっち行ったんだ…と思って」,https://www.twitch.tv/alfrea/clip/MoldyIgnorantAntelopeJKanStyle-vSYSQqZ-QXxN6gq6,,,,,,,,,,,,,,,,,,,,,
645,「無理無理無理無理無理無理無理無理無理 無理マジでｗ ジャングラーを何だと思ってるんだ」,https://www.twitch.tv/alfrea/clip/HeadstrongObliquePorpoiseBleedPurple-GJpkR3yVMaOYgfnP,,,,,,,,,,,,,,,,,,,,,
646,「ﾁｯ　うぜーフリート　ﾁｯ　もう…きめーマジで 何の役にも立たねえ奴らｗ」,https://www.twitch.tv/alfrea/clip/DreamyLongYamKappaWealth-8OF05Xj8cBOlN0UD,,,,,,,,,,,,,,,,,,,,,
647,「なんで分かるところにTPすんだよお前バカか！？こいつマジで頭悪いｗ」,https://www.twitch.tv/alfrea/clip/ColdbloodedLivelyLapwingRiPepperonis-7oBqSOJtIbRQ5mGK,,,,,,,,,,,,,,,,,,,,,
648,「なんでルシアンッ…お前GAあるんだねGAあるけどでもま、うっわオリのウルトゴミだ どうしようこれマジで ひっでえ集団戦 ……まあいいや」,https://www.twitch.tv/alfrea/clip/SparklingPuzzledPancakePlanking-QZyo8-1uOOk6FB2P,,,,,,,,,,,,,,,,,,,,,
649,「そうだよな？その青は俺のだもんな？」,https://www.twitch.tv/alfrea/clip/BumblingWrongGoshawkRlyTho-ahxcYBFmxD8Maeo1,,,,,,,,,,,,,,,,,,,,,
650,「俺が一番育ってるんだから俺の周りでプレイしない？どう？」,https://www.twitch.tv/alfrea/clip/DirtyCheerfulMoonAliens-X4S21lkEBi4lm9_c,,,,,,,,,,,,,,,,,,,,,
651,「マジで最悪 なんで俺が一人でドラゴンを取って、一人で赤バフを狩って、一人で俺が死ななくちゃいけない？」,https://www.twitch.tv/alfrea/clip/RelentlessDeliciousSheepThisIsSparta-CYQr-jniHwjxgd7X,,,,,,,,,,,,,,,,,,,,,
652,「バカが お前そのハルブレとそのウルトを最強だとでも思ってるのか？」,https://www.twitch.tv/alfrea/clip/AbstruseCourteousPelicanYouDontSay-R0qQDKTkYszVQfnr,,,,,,,,,,,,,,,,,,,,,
653,「これ全然負けないな。負けてる奴がおかしいわこれ。逆だ。これ勝敗(データ)おかしい。普通にやったらイラオイが勝つ」,https://www.twitch.tv/alfrea/clip/OnerousHappyPotHassaanChop-757wvBcPkFEeJNW-,,,,,,,,,,,,,,,,,,,,,
654,「あーヨネと…あとあれだな、あいつ、なんだっけ、忘れた、ゴミ。ヨネとゴミと。ビルドが関係なくてスタックかなとか言ってる時点でじゃあそのしょうもないビルド辞めたほうがいい。ビルドでスパイクが作れないチャンピオンってほんとゴミだから」,https://www.twitch.tv/alfrea/clip/EsteemedPrettiestNewtMrDestructoid-7qDC2Swg5s2hRjF8,,,,,,,,,,,,,,,,,,,,,
655,味方「見られている(ゴースティング)じゃない？」らいさま「そうは思わないね。どう見てもリリアがアホだった。俺はそう思う。いるじゃない？いるじゃない？じゃないじゃない？」,https://www.twitch.tv/alfrea/clip/DepressedInnocentMarrowSoonerLater-cLlf1ZJqfSm-_vv2,,,,,,,,,,,,,,,,,,,,,
656,「マジで運転するの辞めてほしいんだけど ほんとに難しくないお願いなんだけど 運転するの辞めてほしい ヘラルドに触らないでほしい」,https://www.twitch.tv/alfrea/clip/WonderfulMuddyAnteaterOSsloth-cJ_SKmXiRH9HVKeu,,,,,,,,,,,,,,,,,,,,,
657,ティーモ「ティーモ大尉、出撃(で)る！」　らいさま「出ない」,https://www.twitch.tv/alfrea/clip/RealSnappyFinchPrimeMe-xhl8EjC0wRqcenJL,,,,,,,,,,,,,,,,,,,,,
658,「なんだコイツら…なんか頭おかしくなってる！This is ソロQ！」,https://www.twitch.tv/alfrea/clip/AffluentRoundStingrayBlargNaut-Gn725n4z9pbAtHyG,,,,,,,,,,,,,,,,,,,,,
659,(土下座するしゃるるを見た感想)「謝るんだったらやんなきゃいいのに」,https://www.twitch.tv/alfrea/clip/ObliqueSuccessfulSquirrelPanicVis-4BjqLc7c2QQsEXeu,,,,,,,,,,,,,,,,,,,,,
660,「あいつはキャノン欲しすぎ侍だね」,https://www.twitch.tv/alfrea/clip/VivaciousConfidentStarSeemsGood-7f7LQDvNtqOVF79G,,,,,,,,,,,,,,,,,,,,,
661,「うーん、君topレーナ―じゃないねえ」,https://www.twitch.tv/alfrea/clip/InventiveKindAlligatorNerfBlueBlaster-aO_IJf87QI6nX5o_,,,,,,,,,,,,,,,,,,,,,
662,「解放してくれ俺を。俺を解放してくれゼロスト。俺のSOSわかるか？解放しろゼロスト。俺のことをギャングから追放してくれ」,https://www.twitch.tv/alfrea/clip/SweetSavoryJuiceDoubleRainbow-6MT5N_VwESSPL-h-,,,,,,,,,,,,,,,,,,,,,
663,「〇ね」,https://clips.twitch.tv/VibrantTardyDurianRlyTho-D4-h9g0WAwkW2KDq,,,,,,,,,,,,,,,,,,,,,
664,らむち思考盗聴らいじん,https://www.twitch.tv/alfrea/clip/ExcitedFineMeatloafKappa-GtmgUO-TYQCdzGq6,,,,,,,,,,,,,,,,,,,,,
665,「おんおん！？なんだこいつ！？ガリオガリオガリオ！ガリオトロール！ガリオトロール！」,https://www.twitch.tv/alfrea/clip/UnsightlyLivelyBeefPrimeMe-w20z-EtLatgJ5Bk5,,,,,,,,,,,,,,,,,,,,,
666,「は？うるさ」,https://www.twitch.tv/alfrea/clip/SweetAntsyDugongFailFish-YH8BtUja5d_dN5Y9,,,,,,,,,,,,,,,,,,,,,
667,「分かるよSA3ミスるの　俺は出るんだけど」,https://www.twitch.tv/alfrea/clip/SourRefinedStarThisIsSparta-GvnxA7rVuMA54pmc,,,,,,,,,,,,,,,,,,,,,
668,「ﾓｳｯｯ!!!!💢ｯﾁ!!!!　マジで腹立つ！💢」,https://www.twitch.tv/alfrea/clip/RefinedSecretiveAirGuitarWTRuck-b1byvCa8Tk4Socna,,,,,,,,,,,,,,,,,,,,,
669,「ボケナスすぎる～」,https://www.twitch.tv/alfrea/clip/ReliableExuberantJamRuleFive-YadWcfRlrC0UYZCF,,,,,,,,,,,,,,,,,,,,,
670,「ﾁｮﾁｮﾁｮブランドお前盾になれBAKA」,https://www.twitch.tv/alfrea/clip/AbrasiveIntelligentPuppyHassanChop-NAIfdIA4JZU1qUEn,,,,,,,,,,,,,,,,,,,,,
671,「お前よわｗお前マジｗお前よわｗお前よわｗマジなんもせんやんｗ」,https://www.twitch.tv/alfrea/clip/UgliestFurryPot4Head-8j7QShAquXRyyG-W,,,,,,,,,,,,,,,,,,,,,
672,「遠いなーじゃないんだよねこれ、ゴーレム狩ってる場合じゃねえよカスって言った方がいい」,https://www.twitch.tv/alfrea/clip/ProductiveProductiveAntFloof-3QyCGuExdVHZKRxc,,,,,,,,,,,,,,,,,,,,,
673,「マオカイは、TOPレーンに真剣なキャリー欲しいですね」,https://www.twitch.tv/alfrea/clip/ImpartialStrongCasetteTinyFace-0ub7ckKOG-1AbWob,,,,,,,,,,,,,,,,,,,,,
674,「今人の殴り方教えてる」,https://www.twitch.tv/alfrea/clip/TriumphantSingleTigerWoofer-gac1Y00ARjQ4v8AI,,,,,,,,,,,,,,,,,,,,,
675,「おい、話聞いてんのか」,https://www.twitch.tv/alfrea/clip/ArtisticSlipperyPicklesLitty-XMwggnpTwG_hfga4?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
676,「ジャックスジェイスのマッチアップ作ったんだけど、なんか大口叩いてたわりに普通に一生負けてて困ったなって言うのと、なんかジェイスって別に難しいって思ったことないなって言いながら一回として勝ってるところ見なかったところ。」,https://www.twitch.tv/alfrea/clip/ResilientNeighborlyGoatWholeWheat-oaPt3WRUqWQE6z_7,,,,,,,,,,,,,,,,,,,,,
677,「いいね、この間1v1やったおかげでブラッドについて詳しくなってる。なんでそのQ2食らう？ダメだ、どうなってる？」,https://www.twitch.tv/alfrea/clip/TemperedDiligentJuiceWOOP-2aqU9ASEu9Ykj3Av,,,,,,,,,,,,,,,,,,,,,
678,「CSに向かってQを打つ奴はカス、クソザコの考え、マジ発想がゴミ」,https://www.twitch.tv/alfrea/clip/VenomousSquareMinkVoteYea-sV2InQt9dhlpR4tO,,,,,,,,,,,,,,,,,,,,,
679,「うーんまあ細かく下手だねやっぱりみんなしょうがない」,https://www.twitch.tv/alfrea/clip/AttractivePlainJamKappaClaus-q_pI-ofxr2axZ3CC,,,,,,,,,,,,,,,,,,,,,
680,「このトロール軍団め」,https://www.twitch.tv/alfrea/clip/PlumpCogentLatteBudStar-myqSFxma7KiZG43z,,,,,,,,,,,,,,,,,,,,,
681,「PDが青に勝つ？無い無い無い無いあのドラゴンをやってて」,https://www.twitch.tv/alfrea/clip/IronicKnottyLettuceYouWHY-z9n4_C68h6XoT4iN,,,,,,,,,,,,,,,,,,,,,
682,「ta1yoがトロールってバレるやん、やめろ！」,https://www.twitch.tv/alfrea/clip/GoldenLovelyOctopusRiPepperonis-ygQ65_8eHIkatTDk,,,,,,,,,,,,,,,,,,,,,
683,「GG!!」,https://www.twitch.tv/alfrea/clip/ShySillySalamanderArgieB8-oPthH3JhLBO-r9Z-,,,,,,,,,,,,,,,,,,,,,
684,「わ～むず、俺顔面付いてる魚苦手なんだよね」,https://www.twitch.tv/gemaxgema/clip/TolerantIncredulousYogurtRuleFive-qUoHxBfrWcjb-tI_,,,,,,,,,,,,,,,,,,,,,
685,「皆手前だけ一生殴ってポジションが甘いから、シヴィアが一番勝手に跳ねて勝手に強い。ま、結局やってんのはあかりんのハイマーと一緒あのシヴィアは。タレットのがつえぇから出てるだけでプレイスキルがあんまり関係ないから。」,https://www.twitch.tv/alfrea/clip/WittyUnsightlyHerbsTooSpicy-UQjFcysIMzvGQvRy,,,,,,,,,,,,,,,,,,,,,
686,「マズイもん作んなって話なんだよな」,https://www.twitch.tv/alfrea/clip/HungryTameDelicataRaccAttack-JJM1X5LnSsuTpjRI,,,,,,,,,,,,,,,,,,,,,
687,「まぁどんまい。こっからは蛇足だから、どんなミスをしようが。」,https://www.twitch.tv/alfrea/clip/SpikyArbitraryMouseFrankerZ-65M92UVCYEnMG9rt?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
